0,1,0.00129750975914
0,2,0.00126032105085
0,3,0.00274454763778
0,4,0.0347287654239
0,5,0.0313325849158
0,6,0.000629055079854
0,7,80.4169095194
0,8,0.00115941012703
0,9,0.00170229686173
0,10,0.00132237682297
0,11,0.00211138876936
0,12,0.00178280993725
0,13,0.00151634190297
0,14,0.00118400676178
0,15,0.000831966542086
0,16,0.0013447101138
0,17,0.000647590358785
0,18,0.00122745711097
0,19,0.000967538498666
0,20,0.00116947459217
0,21,0.00114053683238
0,22,0.00144098225497
0,23,0.00160553003629
0,24,0.00129236490585
0,25,0.00127299155447
0,26,0.0219229567598
0,27,0.00448736759023
0,28,0.000806468078733
0,29,0.0010055055087
0,30,0.00125829079146
0,31,0.00174462364549
0,32,0.0347287654239
0,33,0.00210332031053
0,34,0.00121203190923
0,35,0.00127053142698
0,36,0.00128772178871
0,37,0.00203416782857
0,38,0.00247490327843
0,39,0.0198101214597
0,40,0.00331227506595
0,41,0.00217113194419
0,42,0.0023872084161
0,43,0.00187240131316
0,44,0.00236684935975
0,45,0.00325187849497
0,46,0.00209804237974
1,2,0.00244608923333
1,3,0.00207713260625
1,4,0.0288684167112
1,5,0.0271333144
1,6,0.00172749687581
1,7,81.8412287482
1,8,0.00237788962473
1,9,0.001174049261
1,10,0.00266172881505
1,11,0.00164155594691
1,12,0.00177126484132
1,13,0.0015584849724
1,14,0.00188499784985
1,15,0.00159195168022
1,16,0.0020728245845
1,17,0.00216287708792
1,18,0.00239876991339
1,19,0.00167339744877
1,20,0.00186429437033
1,21,0.00194433910419
1,22,0.00201697702047
1,23,0.00286650845025
1,24,0.00145197005235
1,25,0.00134298867887
1,26,0.0198657208457
1,27,0.00462949284342
1,28,0.00127054545714
1,29,0.00146540071119
1,30,0.00143518958895
1,31,0.00215416460818
1,32,0.0288684167112
1,33,0.00179391138815
1,34,0.00184348633809
1,35,0.00170720500366
1,36,0.00118751326667
1,37,0.00111633162942
1,38,0.00142293666143
1,39,0.0184221710488
1,40,0.00281750346175
1,41,0.00203239358123
1,42,0.00224052873529
1,43,0.00102167746625
1,44,0.00229417726385
1,45,0.00381102738165
2,3,0.00262168259334
2,4,0.042047748926
2,5,0.0423736345476
2,6,0.00087157026554
2,7,77.7022095124
2,8,0.00192372268475
2,9,0.00214659080152
2,10,0.00175150101356
2,11,0.00212722125106
2,12,0.00227707824598
2,13,0.00251396207647
2,14,0.00297486446555
2,15,0.00260996636148
2,16,0.00327566687482
2,17,0.00319719295045
2,18,0.00350428237909
2,19,0.00227579399286
2,20,0.00237509414394
2,21,0.00310246810067
2,22,0.00300908101182
2,23,0.00362112323587
2,24,0.00147561076086
2,25,0.00169032096104
2,26,0.0253770841915
2,27,0.00672780066271
2,28,0.00103398409249
2,29,0.00109397048007
2,30,0.00138189523522
2,31,0.00200145439155
2,32,0.042047748926
2,33,0.00176831650476
2,34,0.002124824422
2,35,0.00244932697083
2,36,0.00131542124043
2,37,0.00153510719118
2,38,0.003030891725
2,39,0.0252215495192
2,40,0.00388793664055
2,41,0.00248486710124
2,42,0.00251743702715
2,43,0.00238000486609
2,44,0.0025929052938
3,4,0.0524244470085
3,5,0.0632863725143
3,6,0.00131100269524
3,7,67.8143466314
3,8,0.00207150774889
3,9,0.00248674240769
3,10,0.00323486343334
3,11,0.00218163111818
3,12,0.00253497080959
3,13,0.00272293324278
3,14,0.00263170071053
3,15,0.00291828705913
3,16,0.00289604040038
3,17,0.00306235491783
3,18,0.00318290537416
3,19,0.00252768946684
3,20,0.00260436871677
3,21,0.00278427233147
3,22,0.00263508131412
3,23,0.00371010122034
3,24,0.0014310259032
3,25,0.00182399801843
3,26,0.027413298288
3,27,0.00871114567019
3,28,0.00103142220795
3,29,0.00119960790446
3,30,0.00138969515889
3,31,0.00206690596519
