10-20-2015,7-10-2015,9
10-20-2015,7-11-2015,5
10-20-2015,7-12-2015,5
10-20-2015,7-13-2015,9
10-20-2015,7-14-2015,8
10-20-2015,7-15-2015,6
10-20-2015,7-16-2015,9
10-20-2015,7-17-2015,9
10-20-2015,8-28-2015,6
10-20-2015,8-29-2015,8
10-20-2015,8-30-2015,6
10-20-2015,9-16-2015,8
10-20-2015,9-17-2015,5
10-20-2015,9-18-2015,5
10-20-2015,9-20-2015,1
10-20-2015,9-21-2015,7
10-20-2015,9-22-2015,9
10-20-2015,9-23-2015,8
10-20-2015,9-24-2015,8
10-20-2015,9-25-2015,8
10-20-2015,9-26-2015,8
10-20-2015,9-29-2015,9
10-21-2015,11-1-2015,1
10-21-2015,11-4-2015,2
10-21-2015,11-5-2015,2
10-21-2015,11-6-2015,2
10-21-2015,11-7-2015,2
10-21-2015,11-8-2015,3
10-21-2015,11-9-2015,2
10-21-2015,7-1-2015,4
10-21-2015,7-10-2015,4
10-21-2015,7-11-2015,4
10-21-2015,7-12-2015,4
10-21-2015,7-13-2015,3
10-21-2015,7-14-2015,4
10-21-2015,7-15-2015,4
10-21-2015,7-16-2015,4
10-21-2015,7-17-2015,1
10-21-2015,8-28-2015,2
10-21-2015,8-29-2015,2
10-21-2015,8-30-2015,2
10-21-2015,9-16-2015,3
10-21-2015,9-17-2015,1
10-21-2015,9-18-2015,1
10-21-2015,9-20-2015,1
10-21-2015,9-21-2015,3
10-21-2015,9-22-2015,3
10-21-2015,9-23-2015,1
10-21-2015,9-24-2015,1
10-21-2015,9-25-2015,1
10-21-2015,9-26-2015,4
10-21-2015,9-29-2015,3
11-1-2015,11-4-2015,1
11-1-2015,11-5-2015,1
11-1-2015,11-6-2015,1
11-1-2015,11-7-2015,1
11-1-2015,11-8-2015,1
11-1-2015,11-9-2015,1
11-1-2015,7-1-2015,1
11-1-2015,7-10-2015,1
11-1-2015,7-11-2015,1
11-1-2015,7-12-2015,1
11-1-2015,7-13-2015,1
11-1-2015,7-14-2015,1
11-1-2015,7-15-2015,1
11-1-2015,7-16-2015,1
11-1-2015,7-17-2015,1
11-1-2015,8-28-2015,1
11-1-2015,8-29-2015,1
11-1-2015,8-30-2015,1
11-1-2015,9-16-2015,1
11-1-2015,9-17-2015,1
11-1-2015,9-18-2015,1
11-1-2015,9-20-2015,1
11-1-2015,9-21-2015,1
11-1-2015,9-22-2015,1
11-1-2015,9-23-2015,1
11-1-2015,9-24-2015,1
11-1-2015,9-25-2015,1
11-1-2015,9-26-2015,1
11-1-2015,9-29-2015,1
11-4-2015,11-5-2015,4
11-4-2015,11-6-2015,4
11-4-2015,11-7-2015,4
11-4-2015,11-8-2015,4
11-4-2015,11-9-2015,4
11-4-2015,7-1-2015,4
11-4-2015,7-10-2015,4
11-4-2015,7-11-2015,4
11-4-2015,7-12-2015,3
11-4-2015,7-13-2015,4
11-4-2015,7-14-2015,4
11-4-2015,7-15-2015,4
11-4-2015,7-16-2015,4
11-4-2015,7-17-2015,3
11-4-2015,8-28-2015,4
11-4-2015,8-29-2015,4
11-4-2015,8-30-2015,4
11-4-2015,9-16-2015,2
11-4-2015,9-17-2015,2
11-4-2015,9-18-2015,2
11-4-2015,9-20-2015,1
11-4-2015,9-21-2015,2
11-4-2015,9-22-2015,4
11-4-2015,9-23-2015,2
11-4-2015,9-24-2015,2
11-4-2015,9-25-2015,2
11-4-2015,9-26-2015,2
11-4-2015,9-29-2015,3
11-5-2015,11-6-2015,45
11-5-2015,11-7-2015,32
11-5-2015,11-8-2015,28
11-5-2015,11-9-2015,46
11-5-2015,7-1-2015,48
11-5-2015,7-10-2015,43
11-5-2015,7-11-2015,11
11-5-2015,7-12-2015,7
11-5-2015,7-13-2015,44
11-5-2015,7-14-2015,33
11-5-2015,7-15-2015,46
11-5-2015,7-16-2015,36
11-5-2015,7-17-2015,8
11-5-2015,8-28-2015,19
11-5-2015,8-29-2015,20
11-5-2015,8-30-2015,16
11-5-2015,9-16-2015,21
11-5-2015,9-17-2015,11
11-5-2015,9-18-2015,10
11-5-2015,9-20-2015,1
11-5-2015,9-21-2015,23
11-5-2015,9-22-2015,31
11-5-2015,9-23-2015,26
11-5-2015,9-24-2015,25
11-5-2015,9-25-2015,26
11-5-2015,9-26-2015,25
11-5-2015,9-29-2015,24
11-6-2015,11-7-2015,61
11-6-2015,11-8-2015,38
11-6-2015,11-9-2015,66
11-6-2015,7-1-2015,60
11-6-2015,7-10-2015,59
11-6-2015,7-11-2015,11
11-6-2015,7-12-2015,9
11-6-2015,7-13-2015,50
11-6-2015,7-14-2015,91
11-6-2015,7-15-2015,60
11-6-2015,7-16-2015,40
11-6-2015,7-17-2015,7
11-6-2015,8-28-2015,21
11-6-2015,8-29-2015,22
11-6-2015,8-30-2015,16
11-6-2015,9-16-2015,21
11-6-2015,9-17-2015,14
11-6-2015,9-18-2015,10
11-6-2015,9-20-2015,1
11-6-2015,9-21-2015,36
11-6-2015,9-22-2015,47
11-6-2015,9-23-2015,36
11-6-2015,9-24-2015,34
11-6-2015,9-25-2015,33
11-6-2015,9-26-2015,26
11-6-2015,9-29-2015,35
11-7-2015,11-8-2015,37
11-7-2015,11-9-2015,50
11-7-2015,7-1-2015,46
11-7-2015,7-10-2015,50
11-7-2015,7-11-2015,11
11-7-2015,7-12-2015,9
11-7-2015,7-13-2015,40
11-7-2015,7-14-2015,53
11-7-2015,7-15-2015,48
11-7-2015,7-16-2015,36
11-7-2015,7-17-2015,6
11-7-2015,8-28-2015,18
11-7-2015,8-29-2015,19
11-7-2015,8-30-2015,16
11-7-2015,9-16-2015,21
11-7-2015,9-17-2015,14
11-7-2015,9-18-2015,14
11-7-2015,9-20-2015,1
11-7-2015,9-21-2015,36
11-7-2015,9-22-2015,44
11-7-2015,9-23-2015,43
11-7-2015,9-24-2015,38
11-7-2015,9-25-2015,36
11-7-2015,9-26-2015,25
11-7-2015,9-29-2015,36
11-8-2015,11-9-2015,28
11-8-2015,7-1-2015,30
11-8-2015,7-10-2015,34
11-8-2015,7-11-2015,13
11-8-2015,7-12-2015,7
11-8-2015,7-13-2015,29
11-8-2015,7-14-2015,32
11-8-2015,7-15-2015,31
11-8-2015,7-16-2015,28
11-8-2015,7-17-2015,6
11-8-2015,8-28-2015,18
11-8-2015,8-29-2015,19
11-8-2015,8-30-2015,16
11-8-2015,9-16-2015,19
11-8-2015,9-17-2015,11
11-8-2015,9-18-2015,10
11-8-2015,9-20-2015,1
11-8-2015,9-21-2015,19
11-8-2015,9-22-2015,24
11-8-2015,9-23-2015,20
11-8-2015,9-24-2015,19
11-8-2015,9-25-2015,18
11-8-2015,9-26-2015,19
11-8-2015,9-29-2015,20
11-9-2015,7-1-2015,67
11-9-2015,7-10-2015,59
11-9-2015,7-11-2015,11
11-9-2015,7-12-2015,9
11-9-2015,7-13-2015,53
11-9-2015,7-14-2015,47
11-9-2015,7-15-2015,65
11-9-2015,7-16-2015,43
11-9-2015,7-17-2015,6
11-9-2015,8-28-2015,22
11-9-2015,8-29-2015,19
11-9-2015,8-30-2015,16
11-9-2015,9-16-2015,22
11-9-2015,9-17-2015,13
11-9-2015,9-18-2015,10
11-9-2015,9-20-2015,1
11-9-2015,9-21-2015,42
11-9-2015,9-22-2015,48
11-9-2015,9-23-2015,42
11-9-2015,9-24-2015,41
11-9-2015,9-25-2015,42
11-9-2015,9-26-2015,25
11-9-2015,9-29-2015,44
7-1-2015,7-10-2015,63
7-1-2015,7-11-2015,15
7-1-2015,7-12-2015,9
7-1-2015,7-13-2015,57
7-1-2015,7-14-2015,54
7-1-2015,7-15-2015,70
7-1-2015,7-16-2015,44
7-1-2015,7-17-2015,8
7-1-2015,8-28-2015,18
7-1-2015,8-29-2015,21
7-1-2015,8-30-2015,16
7-1-2015,9-16-2015,24
7-1-2015,9-17-2015,11
7-1-2015,9-18-2015,11
7-1-2015,9-20-2015,1
7-1-2015,9-21-2015,42
7-1-2015,9-22-2015,54
7-1-2015,9-23-2015,49
7-1-2015,9-24-2015,46
7-1-2015,9-25-2015,47
7-1-2015,9-26-2015,27
7-1-2015,9-29-2015,49
7-10-2015,7-11-2015,15
7-10-2015,7-12-2015,10
7-10-2015,7-13-2015,50
7-10-2015,7-14-2015,53
7-10-2015,7-15-2015,64
7-10-2015,7-16-2015,48
7-10-2015,7-17-2015,9
7-10-2015,8-28-2015,22
7-10-2015,8-29-2015,23
7-10-2015,8-30-2015,16
7-10-2015,9-16-2015,25
7-10-2015,9-17-2015,12
7-10-2015,9-18-2015,12
7-10-2015,9-20-2015,1
7-10-2015,9-21-2015,49
7-10-2015,9-22-2015,72
7-10-2015,9-23-2015,71
7-10-2015,9-24-2015,64
7-10-2015,9-25-2015,68
7-10-2015,9-26-2015,29
7-10-2015,9-29-2015,70
7-11-2015,7-12-2015,9
7-11-2015,7-13-2015,12
7-11-2015,7-14-2015,14
7-11-2015,7-15-2015,14
7-11-2015,7-16-2015,16
7-11-2015,7-17-2015,5
7-11-2015,8-28-2015,10
7-11-2015,8-29-2015,11
7-11-2015,8-30-2015,11
7-11-2015,9-16-2015,11
7-11-2015,9-17-2015,9
7-11-2015,9-18-2015,9
7-11-2015,9-20-2015,1
7-11-2015,9-21-2015,11
7-11-2015,9-22-2015,12
7-11-2015,9-23-2015,9
7-11-2015,9-24-2015,9
7-11-2015,9-25-2015,9
7-11-2015,9-26-2015,12
7-11-2015,9-29-2015,11
7-12-2015,7-13-2015,8
7-12-2015,7-14-2015,9
7-12-2015,7-15-2015,10
7-12-2015,7-16-2015,9
7-12-2015,7-17-2015,5
7-12-2015,8-28-2015,7
7-12-2015,8-29-2015,7
7-12-2015,8-30-2015,7
7-12-2015,9-16-2015,8
7-12-2015,9-17-2015,6
7-12-2015,9-18-2015,6
7-12-2015,9-20-2015,1
7-12-2015,9-21-2015,8
7-12-2015,9-22-2015,8
7-12-2015,9-23-2015,7
7-12-2015,9-24-2015,6
7-12-2015,9-25-2015,8
7-12-2015,9-26-2015,8
7-12-2015,9-29-2015,8
7-13-2015,7-14-2015,42
7-13-2015,7-15-2015,54
7-13-2015,7-16-2015,41
7-13-2015,7-17-2015,9
7-13-2015,8-28-2015,18
7-13-2015,8-29-2015,24
7-13-2015,8-30-2015,17
7-13-2015,9-16-2015,24
7-13-2015,9-17-2015,12
7-13-2015,9-18-2015,11
7-13-2015,9-20-2015,1
7-13-2015,9-21-2015,34
7-13-2015,9-22-2015,44
7-13-2015,9-23-2015,41
7-13-2015,9-24-2015,35
7-13-2015,9-25-2015,38
7-13-2015,9-26-2015,29
7-13-2015,9-29-2015,36
7-14-2015,7-15-2015,53
7-14-2015,7-16-2015,34
7-14-2015,7-17-2015,8
7-14-2015,8-28-2015,20
7-14-2015,8-29-2015,21
7-14-2015,8-30-2015,16
7-14-2015,9-16-2015,20
7-14-2015,9-17-2015,14
7-14-2015,9-18-2015,10
7-14-2015,9-20-2015,1
7-14-2015,9-21-2015,25
7-14-2015,9-22-2015,35
7-14-2015,9-23-2015,28
7-14-2015,9-24-2015,25
7-14-2015,9-25-2015,23
7-14-2015,9-26-2015,22
7-14-2015,9-29-2015,25
7-15-2015,7-16-2015,45
7-15-2015,7-17-2015,6
7-15-2015,8-28-2015,20
7-15-2015,8-29-2015,19
7-15-2015,8-30-2015,16
7-15-2015,9-16-2015,22
7-15-2015,9-17-2015,11
7-15-2015,9-18-2015,11
7-15-2015,9-20-2015,1
7-15-2015,9-21-2015,42
7-15-2015,9-22-2015,52
7-15-2015,9-23-2015,45
7-15-2015,9-24-2015,43
7-15-2015,9-25-2015,43
7-15-2015,9-26-2015,25
7-15-2015,9-29-2015,51
7-16-2015,7-17-2015,9
7-16-2015,8-28-2015,23
7-16-2015,8-29-2015,22
7-16-2015,8-30-2015,16
7-16-2015,9-16-2015,24
7-16-2015,9-17-2015,11
7-16-2015,9-18-2015,10
7-16-2015,9-20-2015,1
7-16-2015,9-21-2015,32
7-16-2015,9-22-2015,39
7-16-2015,9-23-2015,34
7-16-2015,9-24-2015,33
7-16-2015,9-25-2015,34
7-16-2015,9-26-2015,28
7-16-2015,9-29-2015,34
7-17-2015,8-28-2015,6
7-17-2015,8-29-2015,8
7-17-2015,8-30-2015,6
7-17-2015,9-16-2015,8
7-17-2015,9-17-2015,5
7-17-2015,9-18-2015,5
7-17-2015,9-20-2015,1
7-17-2015,9-21-2015,7
7-17-2015,9-22-2015,9
7-17-2015,9-23-2015,8
7-17-2015,9-24-2015,8
7-17-2015,9-25-2015,8
7-17-2015,9-26-2015,8
7-17-2015,9-29-2015,9
8-28-2015,8-29-2015,15
8-28-2015,8-30-2015,12
8-28-2015,9-16-2015,14
8-28-2015,9-17-2015,14
8-28-2015,9-18-2015,10
8-28-2015,9-20-2015,1
8-28-2015,9-21-2015,16
8-28-2015,9-22-2015,19
8-28-2015,9-23-2015,19
8-28-2015,9-24-2015,16
8-28-2015,9-25-2015,16
8-28-2015,9-26-2015,15
8-28-2015,9-29-2015,16
8-29-2015,8-30-2015,17
8-29-2015,9-16-2015,15
8-29-2015,9-17-2015,13
8-29-2015,9-18-2015,10
8-29-2015,9-20-2015,1
8-29-2015,9-21-2015,16
8-29-2015,9-22-2015,20
8-29-2015,9-23-2015,17
8-29-2015,9-24-2015,18
8-29-2015,9-25-2015,16
8-29-2015,9-26-2015,16
8-29-2015,9-29-2015,16
8-30-2015,9-16-2015,9
8-30-2015,9-17-2015,10
8-30-2015,9-18-2015,9
8-30-2015,9-20-2015,1
8-30-2015,9-21-2015,9
8-30-2015,9-22-2015,13
8-30-2015,9-23-2015,9
8-30-2015,9-24-2015,10
8-30-2015,9-25-2015,9
8-30-2015,9-26-2015,9
8-30-2015,9-29-2015,10
9-16-2015,9-17-2015,11
9-16-2015,9-18-2015,10
9-16-2015,9-20-2015,1
9-16-2015,9-21-2015,29
9-16-2015,9-22-2015,39
9-16-2015,9-23-2015,27
9-16-2015,9-24-2015,37
9-16-2015,9-25-2015,26
9-16-2015,9-26-2015,26
9-16-2015,9-29-2015,39
9-17-2015,9-18-2015,13
9-17-2015,9-20-2015,1
9-17-2015,9-21-2015,16
9-17-2015,9-22-2015,15
9-17-2015,9-23-2015,17
9-17-2015,9-24-2015,14
9-17-2015,9-25-2015,14
9-17-2015,9-26-2015,12
9-17-2015,9-29-2015,13
9-18-2015,9-20-2015,1
9-18-2015,9-21-2015,11
9-18-2015,9-22-2015,16
9-18-2015,9-23-2015,14
9-18-2015,9-24-2015,11
9-18-2015,9-25-2015,13
9-18-2015,9-26-2015,10
9-18-2015,9-29-2015,11
9-20-2015,9-21-2015,1
9-20-2015,9-22-2015,1
9-20-2015,9-23-2015,1
9-20-2015,9-24-2015,1
9-20-2015,9-25-2015,1
9-20-2015,9-26-2015,1
9-20-2015,9-29-2015,1
9-21-2015,9-22-2015,60
9-21-2015,9-23-2015,52
9-21-2015,9-24-2015,54
9-21-2015,9-25-2015,46
9-21-2015,9-26-2015,31
9-21-2015,9-29-2015,57
9-22-2015,9-23-2015,124
9-22-2015,9-24-2015,120
9-22-2015,9-25-2015,108
9-22-2015,9-26-2015,43
9-22-2015,9-29-2015,135
9-23-2015,9-24-2015,81
9-23-2015,9-25-2015,135
9-23-2015,9-26-2015,42
9-23-2015,9-29-2015,90
9-24-2015,9-25-2015,78
9-24-2015,9-26-2015,26
9-24-2015,9-29-2015,103
9-25-2015,9-26-2015,42
9-25-2015,9-29-2015,86
9-26-2015,9-29-2015,32
